Saved Search Date,Jobs Search Url
"11/17/20, 4:21 PM",https://www.linkedin.com/jobs/search?keywords=data+scientist&f_JT=F%2CI&orig=JOB_ALERT
"11/17/20, 4:20 PM",https://www.linkedin.com/jobs/search?keywords=data+analyst&orig=JOB_ALERT
"8/17/20, 9:23 PM",https://www.linkedin.com/jobs/search?keywords=business+analyst&orig=JOB_ALERT
"1/22/19, 10:00 PM",https://www.linkedin.com/jobs/search?keywords=information+technology+management&orig=JOB_ALERT
