Name
Data Science
Python
Data Analysis
Data Management
Business Intelligence (BI)
Analytical Skills
Web Development
Business Analytics
Wireframing
Pivot Tables
Identifying New Opportunities
Data Visualization
Machine Learning
SQL
Microsoft Excel
HTML
Tableau
JavaScript
Microsoft PowerPoint
Microsoft Word
Windows
SQL Server Management Studio
Tenable Nessus
Microsoft Office
Microsoft SQL Server
GitHub
Git
Organizational Leadership
Interpersonal Communication
Collaborative Problem Solving
Data Cleaning
Online Social Networking
Wireshark
NetWitness
Predictive Modeling
Command Line
Web Scraping
