Saved Date,Job Url,Job Title,Company Name
"11/18/20, 1:21 PM",http://www.linkedin.com/jobs/view/2234567500,Data Analyst,Beaumont Health
"1/3/18, 6:47 PM",http://www.linkedin.com/jobs/view/505804655,User Experience Research Intern,Amazon
"1/3/18, 6:47 PM",http://www.linkedin.com/jobs/view/528760814,User Experience Designer Intern,Tableau Software
"1/5/18, 1:27 AM",http://www.linkedin.com/jobs/view/516485740,Information Technology Internship #80350,Puget Sound Energy
