Name,Url,Authority,Started On,Finished On,License Number
Microsoft Certified: Azure Data Scientist Associate,https://www.youracclaim.com/badges/9b73e8d7-9376-4e5c-a338-c034309b1e47?source=linked_in_profile,Microsoft,Aug 2020,,
